0.9608	0.032	0.0068	0.0004	0.0001
0.9748	0.0202	0.005	0.0	0.0
0.0	0.0012	0.0025	0.035	0.9613
0.0	0.0001	0.0019	0.0241	0.9739
0.9412	0.0457	0.0096	0.0032	0.0003
0.0408	0.0642	0.0535	0.1306	0.7108
0.9513	0.0383	0.0082	0.0022	0.0
0.0	0.0021	0.0049	0.0314	0.9616
0.9604	0.0355	0.004	0.0001	0.0
0.0	0.0001	0.0112	0.0492	0.9394
0.9644	0.0308	0.0047	0.0001	0.0
0.0003	0.0001	0.0051	0.0302	0.9643
0.0	0.0017	0.012	0.024	0.9623
0.9379	0.0513	0.0071	0.0029	0.0008
0.974	0.0231	0.0025	0.0004	0.0
0.0268	0.0293	0.0355	0.0639	0.8445
0.0011	0.0084	0.017	0.0367	0.9368
0.1412	0.2252	0.2697	0.2003	0.1637
0.0241	0.0159	0.0483	0.0389	0.8728
0.0949	0.113	0.133	0.1838	0.4752
0.1086	0.1191	0.1796	0.1802	0.4125
0.0008	0.0053	0.0232	0.0532	0.9176
0.927	0.0399	0.0253	0.0075	0.0003
0.0027	0.0112	0.0425	0.0607	0.8829
0.4596	0.1991	0.1201	0.1105	0.1107
0.0303	0.0452	0.0985	0.0892	0.7368
0.8249	0.0669	0.0576	0.0262	0.0244
0.0107	0.0389	0.0471	0.0694	0.8339
0.0071	0.0161	0.0251	0.0611	0.8907
0.0152	0.0334	0.0447	0.0593	0.8475
0.007	0.0068	0.034	0.0552	0.8971
0.0027	0.0038	0.0164	0.0374	0.9396
0.9272	0.0422	0.0177	0.0077	0.0053
0.0018	0.0053	0.0145	0.0395	0.9389
0.0006	0.007	0.0159	0.0429	0.9337
0.9201	0.053	0.0117	0.0113	0.0038
0.0052	0.0113	0.0316	0.0369	0.915
0.9016	0.055	0.0299	0.0125	0.0009
0.0027	0.0135	0.018	0.0477	0.918
0.919	0.0482	0.0244	0.0061	0.0023
0.0056	0.0096	0.0094	0.0351	0.9403
0.9218	0.0527	0.0178	0.007	0.0007
0.8439	0.0643	0.0413	0.0351	0.0155
0.0417	0.0421	0.0625	0.0641	0.7897
0.0754	0.0877	0.1739	0.2379	0.4251
0.0242	0.0587	0.0751	0.0702	0.7718
0.0062	0.0147	0.0288	0.0696	0.8808
0.8408	0.0645	0.057	0.026	0.0116
0.0422	0.0458	0.0438	0.1044	0.7638
0.0234	0.0525	0.0737	0.0577	0.7927
0.7505	0.0894	0.0685	0.049	0.0427
0.7388	0.103	0.0508	0.0623	0.0451
0.0426	0.0592	0.072	0.0824	0.7439
0.0437	0.0366	0.0611	0.0868	0.7719
0.9183	0.0459	0.0224	0.0055	0.0079
0.886	0.0451	0.0438	0.017	0.0081
0.2703	0.2557	0.2083	0.1374	0.1283
0.0689	0.0965	0.1438	0.2302	0.4607
0.0877	0.1016	0.1597	0.2251	0.426
0.0039	0.0157	0.0276	0.0405	0.9122
0.0014	0.012	0.0287	0.0398	0.918
0.9763	0.0217	0.0019	0.0	0.0
0.0094	0.0235	0.0342	0.0543	0.8787
0.7683	0.0543	0.0801	0.0413	0.0561
0.7741	0.0788	0.0639	0.0477	0.0355
0.0491	0.0491	0.0513	0.0928	0.7576
0.9459	0.0308	0.0125	0.0083	0.0024
0.0814	0.1352	0.2091	0.1933	0.381
0.9942	0.005	0.0006	0.0002	0.0
0.0	0.0	0.0011	0.0119	0.987
