0.2773	0.2187	0.1944	0.1786	0.131
0.3225	0.2256	0.181	0.1149	0.156
0.1197	0.1494	0.1548	0.2475	0.3286
0.1769	0.206	0.1796	0.1457	0.2919
0.0039	0.0114	0.0206	0.056	0.9079
0.0711	0.1329	0.1645	0.2324	0.3991
0.2954	0.2155	0.2238	0.1575	0.1078
0.1195	0.131	0.2349	0.2094	0.3052
0.2813	0.209	0.2055	0.1757	0.1285
0.7235	0.1346	0.0738	0.0432	0.0248
0.346	0.1586	0.2204	0.1525	0.1225
0.1626	0.1828	0.1542	0.2055	0.295
0.106	0.1412	0.2061	0.2369	0.3098
0.0289	0.0606	0.0592	0.1079	0.7433
0.3038	0.2013	0.2141	0.1145	0.1663
0.5864	0.2004	0.1307	0.0597	0.0228
0.4275	0.2513	0.1583	0.1055	0.0574
0.0013	0.0088	0.0446	0.1007	0.8446
0.5888	0.1863	0.1356	0.0639	0.0254
0.0205	0.0414	0.0578	0.1825	0.6978
0.0174	0.0421	0.1049	0.1288	0.7068
0.4488	0.2674	0.132	0.1096	0.0423
0.0575	0.1005	0.159	0.2589	0.4242
0.629	0.1945	0.0828	0.07	0.0237
0.6729	0.1631	0.0955	0.0453	0.0232
0.0	0.0017	0.0056	0.0313	0.9615
0.0296	0.0589	0.13	0.1868	0.5946
0.0268	0.0695	0.1111	0.1453	0.6473
0.9051	0.0712	0.0145	0.0039	0.0053
0.6084	0.2079	0.1044	0.0533	0.026
0.8118	0.0875	0.0568	0.0278	0.0161
0.0688	0.0927	0.1147	0.1455	0.5784
0.6226	0.1566	0.1148	0.0625	0.0435
0.056	0.1213	0.1529	0.1546	0.5152
0.0521	0.0577	0.074	0.1723	0.644
0.5842	0.1761	0.1135	0.0906	0.0355
0.8486	0.1112	0.029	0.0105	0.0007
0.0287	0.0438	0.089	0.1213	0.7171
0.088	0.0984	0.1167	0.1433	0.5535
0.6369	0.1259	0.1354	0.063	0.0387
0.4098	0.2731	0.1576	0.0968	0.0626
0.6557	0.091	0.1186	0.077	0.0577
0.0059	0.0131	0.0252	0.0455	0.9104
0.0016	0.0075	0.0317	0.046	0.9132
0.8877	0.0578	0.0308	0.0161	0.0077
0.0015	0.0112	0.0314	0.038	0.9179
0.8564	0.0837	0.044	0.0114	0.0045
0.0008	0.0112	0.02	0.093	0.875
0.0057	0.0116	0.0306	0.0487	0.9035
0.0007	0.0011	0.0051	0.0581	0.9351
0.917	0.0548	0.0227	0.0049	0.0006
0.9012	0.0523	0.0226	0.0194	0.0046
0.0051	0.0101	0.0335	0.0526	0.8987
0.0027	0.0191	0.0236	0.0598	0.8948
0.2015	0.15	0.2078	0.1889	0.2518
0.0019	0.0131	0.0438	0.0703	0.8709
0.0	0.0	0.0095	0.0275	0.963
0.9189	0.0376	0.033	0.004	0.0065
0.9342	0.0469	0.0128	0.0042	0.0017
0.8983	0.0488	0.0374	0.0117	0.0037
0.0324	0.0864	0.125	0.1547	0.6015
0.261	0.2966	0.1698	0.1554	0.1172
0.8947	0.0548	0.0303	0.0129	0.0072
0.9006	0.0589	0.0288	0.006	0.0058
0.8926	0.0718	0.0145	0.0148	0.0064
0.0096	0.0231	0.0367	0.0496	0.881
0.0505	0.0863	0.1294	0.2362	0.4976
0.0171	0.0197	0.057	0.1419	0.7643
0.0003	0.0	0.0105	0.0792	0.91
0.9077	0.0767	0.0134	0.002	0.0002
