0.212	0.1908	0.2166	0.1799	0.2008
0.2441	0.1641	0.173	0.1842	0.2345
0.2401	0.2116	0.202	0.1729	0.1734
0.2083	0.2179	0.1674	0.2125	0.1939
0.0677	0.1126	0.1387	0.2278	0.4532
0.0003	0.0037	0.0126	0.0363	0.947
0.2042	0.1915	0.1672	0.2153	0.2217
0.2794	0.1782	0.2098	0.2126	0.12
0.2291	0.2432	0.1785	0.1813	0.1679
0.3427	0.2209	0.1661	0.1452	0.1251
0.2264	0.1777	0.1824	0.195	0.2185
0.2696	0.1811	0.2074	0.1535	0.1885
0.2509	0.2101	0.1529	0.1741	0.212
0.092	0.1427	0.1939	0.1998	0.3717
0.1632	0.1989	0.2318	0.2134	0.1927
0.0157	0.0323	0.0273	0.0978	0.8269
0.0021	0.0054	0.0205	0.0401	0.9319
0.9329	0.0469	0.0142	0.0059	0.0001
0.0151	0.0295	0.0593	0.1037	0.7924
0.2379	0.1994	0.1222	0.2062	0.2343
0.2779	0.156	0.1905	0.1708	0.2048
0.0001	0.0039	0.0211	0.046	0.9289
0.9439	0.0398	0.011	0.0043	0.0009
0.1675	0.1419	0.2231	0.259	0.2085
0.1712	0.1491	0.1708	0.2463	0.2627
0.1265	0.1391	0.1537	0.1762	0.4044
0.7723	0.1244	0.054	0.0273	0.022
0.0105	0.0219	0.0449	0.0597	0.863
0.0014	0.005	0.0117	0.0345	0.9475
0.0181	0.0264	0.0514	0.0973	0.8068
0.0014	0.0088	0.0251	0.0614	0.9033
0.0014	0.0055	0.025	0.0547	0.9135
0.9266	0.0569	0.0129	0.0035	0.0
0.0009	0.0072	0.0124	0.0355	0.944
0.0015	0.0079	0.016	0.041	0.9336
0.9446	0.0385	0.012	0.0049	0.0
0.0039	0.0047	0.0227	0.0699	0.8986
0.9102	0.0637	0.0205	0.0055	0.0002
0.0021	0.0034	0.0077	0.069	0.9177
0.918	0.0575	0.0165	0.0072	0.0008
0.0014	0.0129	0.0189	0.0387	0.9281
0.9195	0.0558	0.0209	0.0017	0.0021
0.0868	0.0938	0.0803	0.1589	0.5802
0.0673	0.0694	0.1441	0.1428	0.5764
0.0124	0.0262	0.0474	0.0923	0.8217
0.0736	0.0672	0.118	0.1227	0.6185
0.0007	0.0043	0.0059	0.0434	0.9457
0.0611	0.0689	0.0879	0.1331	0.6489
0.0785	0.1091	0.0985	0.1348	0.579
0.1342	0.1322	0.153	0.1694	0.4113
0.5603	0.112	0.1075	0.116	0.1042
0.6081	0.1434	0.0801	0.0842	0.0842
0.0681	0.1227	0.0567	0.1374	0.6151
0.0686	0.0924	0.1309	0.102	0.6062
0.9177	0.0563	0.0206	0.0043	0.001
0.9095	0.0662	0.0133	0.008	0.003
0.6834	0.1687	0.0869	0.0437	0.0174
0.022	0.0526	0.036	0.1278	0.7615
0.0147	0.0258	0.0428	0.121	0.7958
0.0	0.005	0.0175	0.0912	0.8863
0.0012	0.0027	0.0232	0.032	0.9408
0.1786	0.1929	0.2099	0.1999	0.2188
0.0015	0.0029	0.0306	0.0525	0.9124
0.5945	0.1522	0.0788	0.1049	0.0696
0.6876	0.0723	0.0859	0.076	0.0783
0.0919	0.0851	0.1028	0.1073	0.613
0.9229	0.0516	0.0169	0.0081	0.0005
0.2789	0.1788	0.2002	0.1517	0.1905
0.8985	0.0614	0.0224	0.0166	0.001
0.0011	0.0158	0.0252	0.0829	0.8751
