0.0317	0.3207	0.3709	0.1754	0.1014
0.0073	0.0967	0.5429	0.279	0.0741
0.0688	0.1539	0.4755	0.2447	0.0572
0.1367	0.1101	0.5058	0.2285	0.019
0.0	0.0085	0.1236	0.3142	0.5537
0.0301	0.0544	0.2576	0.3291	0.3287
0.0453	0.2139	0.2872	0.2917	0.1618
0.0752	0.2344	0.4846	0.1912	0.0147
0.0205	0.1342	0.423	0.2481	0.1741
0.1409	0.4858	0.2876	0.0857	0.0
0.0179	0.1031	0.5234	0.2496	0.106
0.1996	0.491	0.2254	0.0772	0.0069
0.03	0.2811	0.3473	0.1957	0.1459
0.0014	0.043	0.158	0.5465	0.2511
0.1063	0.2051	0.5099	0.1555	0.0232
0.5045	0.2981	0.0947	0.1017	0.0011
0.5367	0.2148	0.2334	0.0151	0.0
0.0	0.0	0.144	0.3849	0.4711
0.5379	0.2257	0.1695	0.0506	0.0163
0.0129	0.0718	0.1474	0.2126	0.5552
0.0024	0.0176	0.0624	0.0759	0.8417
0.3847	0.2737	0.2274	0.1069	0.0073
0.0101	0.0067	0.2365	0.3572	0.3895
0.7918	0.1912	0.017	0.0	0.0
0.7653	0.1059	0.0802	0.0036	0.0449
0.0	0.0	0.0	0.1739	0.8261
0.0	0.0653	0.2228	0.0745	0.6373
0.0334	0.0511	0.1733	0.2401	0.5021
0.4058	0.3984	0.1831	0.0112	0.0014
0.4585	0.413	0.1255	0.0029	0.0
0.144	0.4376	0.224	0.16	0.0344
0.072	0.0954	0.1694	0.2708	0.3924
0.434	0.2554	0.0843	0.1638	0.0625
0.0729	0.1389	0.0752	0.2315	0.4815
0.0066	0.0811	0.1353	0.3173	0.4596
0.4216	0.2446	0.2056	0.076	0.0522
0.5206	0.3657	0.1033	0.0099	0.0005
0.2139	0.2824	0.2376	0.2079	0.0582
0.0581	0.0546	0.2814	0.2669	0.339
0.4284	0.2601	0.197	0.1044	0.0101
0.4292	0.2189	0.308	0.0399	0.004
0.4486	0.3472	0.0721	0.0999	0.0322
0.0	0.0293	0.1835	0.2538	0.5334
0.0476	0.1024	0.0924	0.2432	0.5145
0.2308	0.2157	0.3168	0.1811	0.0556
0.0106	0.1638	0.258	0.1558	0.4118
0.0382	0.2026	0.3041	0.3418	0.1133
0.0	0.0541	0.1935	0.3494	0.403
0.0036	0.043	0.1625	0.1879	0.603
0.0	0.0	0.0074	0.168	0.8246
0.4369	0.2616	0.1867	0.1148	0.0
0.5215	0.1594	0.1689	0.1125	0.0376
0.013	0.105	0.3038	0.114	0.4642
0.0283	0.04	0.2468	0.2801	0.4048
0.2287	0.4098	0.285	0.047	0.0294
0.0782	0.2645	0.3129	0.2448	0.0996
0.0	0.0	0.0327	0.1117	0.8557
0.2987	0.1424	0.302	0.1978	0.0591
0.283	0.1885	0.3381	0.082	0.1083
0.0259	0.2023	0.3173	0.3014	0.153
0.0373	0.1091	0.2487	0.3949	0.2099
0.1165	0.2113	0.5305	0.114	0.0276
0.0786	0.2718	0.1664	0.4005	0.0827
0.5619	0.2366	0.1077	0.0635	0.0302
0.4832	0.2001	0.2129	0.1038	0.0
0.0525	0.045	0.2907	0.1924	0.4194
0.0059	0.0359	0.1944	0.3372	0.4266
0.0	0.1469	0.095	0.1507	0.6074
0.0	0.0	0.0239	0.3742	0.602
0.8203	0.1797	0.0	0.0	0.0
